from_stop_id,to_stop_id,transfer_type
1588,1187,0
1474,1187,0
1562,1189,0
1563,1189,0
1558,1189,0
1615,1193,0
1335,1193,0
1239,1199,0
1662,1199,0
1665,1199,0
1674,1200,0
1675,1200,0
1663,1200,0
1570,1200,0
1363,1200,0
1406,1200,0
1238,1200,0
1488,1211,0
1483,1211,0
1720,1213,0
1722,1213,0
1590,1215,0
1360,1216,0
1353,1217,0
1355,1217,0
1343,1219,0
1612,1219,0
1613,1219,0
1355,1221,0
1353,1221,0
1360,1222,0
1590,1223,0
1722,1225,0
1720,1225,0
1483,1227,0
1488,1227,0
1570,1238,0
1663,1238,0
1406,1238,0
1363,1238,0
1675,1238,0
1674,1238,0
1665,1239,0
1662,1239,0
1615,1245,0
1335,1245,0
1511,1249,0
1516,1249,0
1348,1250,0
1452,1253,0
1570,1260,0
1363,1260,0
1286,1260,0
1287,1260,0
1261,1260,0
1287,1261,0
1286,1261,0
1262,1261,0
1363,1261,0
1432,1261,0
1675,1261,0
1675,1262,0
1674,1262,0
1406,1262,0
1285,1262,0
1278,1269,0
1537,1269,0
1534,1269,0
1535,1274,0
1536,1274,0
1537,1278,0
1534,1278,0
1286,1285,0
1406,1285,0
1674,1285,0
1675,1285,0
1675,1286,0
1287,1286,0
1438,1286,0
1438,1287,0
1432,1287,0
1570,1287,0
1363,1287,0
1452,1294,0
1348,1297,0
1337,1298,0
1407,1321,0
1408,1321,0
1440,1321,0
1440,1323,0
1615,1335,0
1613,1343,0
1663,1363,0
1570,1363,0
1674,1363,0
1663,1406,0
1674,1406,0
1675,1406,0
1440,1407,0
1440,1408,0
1436,1430,0
1437,1431,0
1438,1432,0
1435,1433,0
1434,1433,0
1439,1433,0
1677,1433,0
1676,1433,0
1676,1434,0
1677,1434,0
1439,1434,0
1435,1434,0
1439,1435,0
1677,1435,0
1676,1435,0
1676,1439,0
1677,1439,0
1591,1473,0
1588,1474,0
1487,1475,0
1485,1475,0
1482,1479,0
1492,1490,0
1491,1490,0
1529,1521,0
1532,1524,0
1543,1538,0
1618,1538,0
1619,1543,0
1557,1551,0
1563,1552,0
1562,1552,0
1562,1558,0
1563,1558,0
1663,1570,0
1675,1570,0
1628,1572,0
1629,1572,0
1629,1574,0
1628,1574,0
1587,1578,0
1587,1584,0
1719,1591,0
1716,1591,0
1607,1593,0
1606,1593,0
1606,1594,0
1607,1594,0
1601,1595,0
1606,1595,0
1605,1595,0
1604,1595,0
1604,1596,0
1605,1596,0
1601,1596,0
1602,1597,0
1603,1597,0
1604,1598,0
1604,1599,0
1605,1599,0
1606,1600,0
1607,1600,0
1617,1616,0
1654,1653,0
1665,1662,0
1674,1663,0
1668,1667,0
1735,1671,0
1675,1674,0
1719,1716,0
1737,1736,0
